選択,基準日,方向,銘柄,エントリー時刻,クローズ時刻,保有時間,開始時,跨ぎフラグ,勝率_30日,勝率_90日,勝率_365日,勝率_平均,勝率重視ポイント,利益効率ポイント,時間効率ポイント,最大利益ポイント,勝率重視ポイントUS,利益効率ポイントUS,時間効率ポイントUS,最大利益ポイントUS,合計変動pips_30日,合計変動pips_90日,合計変動pips_365日,合計変動pips_平均,勝率重視スコア,利益効率スコア,時間効率スコア,最大利益スコア,変動値σ_pips_30日,変動値σ_pips_90日,変動値σ_pips_365日,変動値σ_pips_平均,平均スプレッドpips_30日,平均スプレッドpips_90日,平均スプレッドpips_365日,平均スプレッドpips_平均
FALSE,2025-06-22,Long,GBPAUD,0:13:00,0:41:00,28,0,0,63.64%,64.62%,49.03%,59.10%,,,,,,,,,50.3,477.9,243.7,257.3,76.33,23.03,9,35.84,10.28,28.59,18.38,19.08,1.5,1.6,1.5,1.5
FALSE,2025-06-22,Long,CHFJPY,0:14:00,0:33:00,19,0,0,63.64%,63.08%,50.97%,59.23%,,,,,,,,,-12.1,179.3,138.3,101.8,76.5,13.28,4.24,11.45,6.79,11.36,13.25,10.47,0.8,0.9,0.8,0.8
FALSE,2025-06-22,Long,EURAUD,0:15:00,0:41:00,26,0,0,72.73%,56.92%,48.65%,59.43%,,,,,,,,,54.1,259.1,10.5,107.9,76.77,15.76,6.85,25.33,7.43,27.34,16.57,17.11,1.5,1.6,1.5,1.5
FALSE,2025-06-22,Short,USDJPY,0:19:00,0:39:00,20,0,0,72.73%,60.00%,47.10%,59.94%,,,,,,,,,63.4,18.4,-277.1,-65.1,77.43,4.62,3.8,10.82,7.65,13.29,14.22,11.72,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURUSD,0:19:00,0:28:00,9,0,0,68.18%,61.54%,49.81%,59.84%,,,,,,,,,26.4,35.4,-23.0,12.9,77.3,9.38,8.09,10.35,4.60,7.46,6.51,6.19,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,0:19:00,0:26:00,7,0,0,77.27%,55.38%,46.72%,59.79%,,,,,,,,,33.2,14.4,-17.0,10.2,77.23,11.15,10.48,10.43,4.00,6.74,6.22,5.65,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,0:20:00,0:37:00,17,0,0,77.27%,61.54%,47.49%,62.10%,,,,,,,,,73.1,73.6,-281.1,-44.8,80.22,10.81,7.1,17.16,6.72,11.71,13.05,10.50,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,USDJPY,0:20:00,0:38:00,18,0,0,77.27%,63.08%,45.56%,61.97%,,,,,,,,,75.0,75.5,-271.3,-40.3,80.05,12.04,6.98,17.87,6.68,11.59,13.75,10.68,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,USDJPY,0:20:00,0:44:00,24,0,0,77.27%,56.92%,46.33%,60.18%,,,,,,,,,65.8,-34.9,-484.4,-151.2,77.73,-3.04,1.05,3.59,7.98,14.18,14.81,12.32,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURUSD,0:20:00,0:27:00,7,0,0,72.73%,60.00%,47.10%,59.94%,,,,,,,,,31.3,46.7,23.1,33.7,77.43,17.05,14.1,14.03,3.77,6.67,5.89,5.44,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,0:20:00,0:39:00,19,0,0,72.73%,60.00%,46.33%,59.69%,,,,,,,,,73.3,49.8,-319.3,-65.4,77.1,8.47,5.44,14.69,6.90,12.23,14.13,11.09,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,USDJPY,0:20:00,0:26:00,6,0,0,72.73%,58.46%,46.33%,59.17%,,,,,,,,,67.0,33.5,-138.1,-12.5,76.43,15.18,18.04,15.38,4.78,8.46,8.58,7.27,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,CADJPY,0:20:00,0:37:00,17,0,0,72.73%,55.38%,49.03%,59.05%,,,,,,,,,47.5,58.6,-361.1,-85.0,76.27,6.76,4.82,11.65,4.76,9.40,12.53,8.90,0.6,0.7,0.6,0.6
FALSE,2025-06-22,Long,EURUSD,0:21:00,0:26:00,5,0,0,72.73%,60.00%,47.88%,60.20%,,,,,,,,,37.5,38.5,23.5,33.2,77.76,20.25,20.98,14.91,3.35,5.99,5.68,5.01,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,0:21:00,0:38:00,17,0,0,72.73%,58.46%,45.95%,59.04%,,,,,,,,,61.4,87.2,-236.5,-29.3,76.27,10.59,6.8,16.42,6.89,11.44,12.98,10.44,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURUSD,0:22:00,0:29:00,7,0,0,68.18%,64.62%,51.35%,61.38%,74,,,,,,,,24.9,90.6,49.0,54.8,79.29,19.45,17.11,17.03,4.36,7.03,5.86,5.75,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,0:22:00,0:29:00,7,0,0,72.73%,58.46%,49.03%,60.07%,,,,,66,,48,32,41.3,147.0,1.2,63.2,77.6,21.91,21.06,20.96,5.46,9.34,9.32,8.04,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,GBPJPY,0:22:00,0:30:00,8,0,0,68.18%,60.00%,51.74%,59.97%,,,,,,,,,19.5,172.8,-196.8,-1.5,77.47,10.19,9.35,10.64,7.77,10.68,13.78,10.75,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,0:23:00,0:48:00,25,0,0,72.73%,60.00%,50.58%,61.10%,,,,,,,,,35.0,36.3,196.1,89.1,78.93,12.72,3.6,12.79,7.90,10.77,15.76,11.48,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,0:23:00,0:50:00,27,0,0,68.18%,58.46%,52.51%,59.72%,,,,,,,,,21.3,18.5,265.9,101.9,77.14,10.16,2.64,10.12,8.60,12.07,16.87,12.51,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,0:23:00,0:49:00,26,0,0,68.18%,56.92%,52.51%,59.20%,,,,,,,,,33.6,39.5,191.8,88.3,76.47,11.87,3.44,12.7,8.55,11.81,16.25,12.20,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Short,AUDJPY,0:24:00,0:36:00,12,0,0,68.18%,61.54%,49.03%,59.59%,,,,,,,,,24.6,106.1,-166.5,-11.9,76.97,11.12,10.04,17.12,3.77,8.19,8.52,6.83,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Short,USDJPY,0:25:00,0:41:00,16,0,0,72.73%,60.00%,49.03%,60.59%,,,,,,,,,22.0,-9.8,-269.0,-85.6,78.26,-5.5,-0.26,-0.6,8.21,11.35,11.70,10.42,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,AUDJPY,0:25:00,0:38:00,13,0,0,68.18%,61.54%,50.19%,59.97%,,,,,,,,,11.5,82.7,-156.5,-20.8,77.46,4.42,5.38,9.95,3.91,8.86,8.74,7.17,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Short,AUDJPY,0:25:00,0:30:00,5,0,0,63.64%,64.62%,50.19%,59.48%,,46,20,33,,,,,6.7,156.2,153.2,105.4,76.83,27.53,36.94,26.26,2.37,8.17,5.92,5.49,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Short,AUDJPY,0:25:00,0:37:00,12,0,0,68.18%,61.54%,48.65%,59.46%,,,,,,,,,19.2,96.9,-148.4,-10.8,76.8,7.96,8.55,14.59,3.94,9.03,8.30,7.09,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Short,USDJPY,0:25:00,0:45:00,20,0,0,72.73%,56.92%,48.65%,59.43%,,,,,,,,,6.0,-54.9,-352.8,-133.9,76.77,-12.24,-3.2,-9.1,8.94,12.93,12.65,11.51,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,USDJPY,0:25:00,0:30:00,5,0,0,63.64%,63.08%,50.97%,59.23%,,,,,,42,,,10.6,130.1,78.9,73.2,76.5,22.58,19.67,13.98,4.31,6.73,6.41,5.82,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,USDJPY,0:25:00,0:39:00,14,0,0,68.18%,60.00%,49.42%,59.20%,,,,,,,,,20.4,28.6,-164.7,-38.6,76.47,0.5,1.95,3.88,7.16,10.82,11.52,9.83,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,USDJPY,0:25:00,0:38:00,13,0,0,68.18%,58.46%,50.58%,59.07%,,,,,,,,,22.1,54.3,-116.7,-13.4,76.31,4.71,3.82,7.06,6.33,10.04,11.09,9.15,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,USDJPY,0:27:00,0:38:00,11,0,0,68.18%,58.46%,52.51%,59.72%,,,,,,,,,14.0,10.0,-181.2,-52.4,77.14,-2.97,0.29,0.45,6.60,8.77,10.54,8.63,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:28:00,0:58:00,30,0,0,59.09%,64.62%,54.83%,59.51%,,,,,,,,,21.0,178.8,175.5,125.1,76.87,21.43,6.59,28.12,8.01,11.12,10.23,9.79,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPJPY,0:28:00,0:45:00,17,0,0,68.18%,58.46%,50.58%,59.07%,,,,,,,,,51.0,70.3,174.7,98.7,76.31,16.34,6.22,15.04,8.49,11.24,15.52,11.75,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,AUDJPY,0:29:00,0:49:00,20,0,0,63.64%,58.46%,55.60%,59.23%,,,,,,,,,17.9,68.0,244.8,110.2,76.51,19.6,7.72,21.95,3.92,10.26,10.39,8.19,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURJPY,0:30:00,0:49:00,19,0,0,63.64%,61.54%,55.60%,60.26%,,,,,,,,,17.1,122.1,244.8,128.0,77.83,17.84,5.95,16.07,7.37,10.95,13.85,10.73,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Short,EURAUD,0:30:00,0:59:00,29,0,0,54.55%,64.62%,57.92%,59.03%,,,,,,,,,-19.9,84.6,319.6,128.1,76.24,8.67,1.68,6.92,11.13,20.09,15.48,15.57,1.5,1.5,1.5,1.5
FALSE,2025-06-22,Short,CHFJPY,0:31:00,0:59:00,28,0,0,77.27%,53.85%,47.49%,59.54%,,,,,,,,,38.7,-96.4,-359.2,-139.0,76.9,-9.04,-1.19,-4.73,7.56,11.28,14.21,11.02,0.8,0.9,0.8,0.8
FALSE,2025-06-22,Short,EURUSD,0:31:00,1:01:00,30,0,1,59.09%,64.62%,54.05%,59.25%,,,,,,,,,23.7,205.9,167.8,132.5,76.54,22.7,7.32,31.2,6.53,12.46,10.08,9.69,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,0:31:00,0:53:00,22,0,0,63.64%,60.00%,53.67%,59.10%,,,,,,,,,-9.8,45.2,-14.8,6.9,76.34,0.77,0.42,1.32,6.71,10.32,8.85,8.63,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,EURAUD,0:32:00,0:56:00,24,0,0,72.73%,64.62%,54.05%,63.80%,,,,,,,,,3.3,23.5,182.6,69.8,82.41,6.6,1.55,5.29,9.65,17.88,13.74,13.76,1.5,1.5,1.5,1.5
FALSE,2025-06-22,Short,EURUSD,0:32:00,1:02:00,30,0,1,63.64%,64.62%,54.83%,61.03%,,,,,,,,,24.2,219.7,233.1,159.0,78.83,27.86,8.04,34.29,6.10,11.40,9.70,9.07,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,CHFJPY,0:32:00,1:00:00,28,0,1,77.27%,56.92%,46.72%,60.30%,,,,,,,,,34.9,-75.4,-384.8,-141.8,77.9,-9.22,-1.15,-4.57,7.80,11.61,14.03,11.15,0.8,0.9,0.8,0.8
FALSE,2025-06-22,Short,EURAUD,0:32:00,0:55:00,23,0,0,68.18%,58.46%,53.67%,60.10%,,,,,,,,,-13.7,-38.7,131.2,26.3,77.64,0.44,-0.78,-2.57,9.21,16.35,12.89,12.82,1.5,1.5,1.5,1.5
FALSE,2025-06-22,Short,EURUSD,0:32:00,0:59:00,27,0,0,63.64%,63.08%,53.28%,60.00%,,,,,,,,,21.5,177.0,187.9,128.8,77.5,23.56,7.39,28.36,6.35,10.84,9.46,8.88,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,0:32:00,0:58:00,26,0,0,59.09%,64.62%,53.67%,59.12%,,,,,,,,,27.9,178.8,187.5,131.4,76.37,24.29,8.21,30.35,6.63,11.03,9.73,9.13,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,USDJPY,0:33:00,0:56:00,23,0,0,68.18%,63.08%,54.83%,62.03%,,,,,,,,,2.2,201.7,291.6,165.2,80.12,21.07,6.46,21.13,7.68,10.81,15.30,11.26,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURAUD,0:33:00,0:58:00,25,0,0,68.18%,60.00%,53.28%,60.49%,,,,,,,,,-10.2,41.2,226.8,85.9,78.13,6.24,1.28,4.56,8.87,18.37,14.51,13.92,1.5,1.5,1.5,1.5
FALSE,2025-06-22,Long,USDJPY,0:33:00,0:57:00,24,0,0,63.64%,63.08%,54.05%,60.26%,,,,,,,,,11.9,231.2,235.7,159.6,77.83,22.58,7.2,24.57,8.21,11.19,15.76,11.72,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:33:00,0:56:00,23,0,0,63.64%,63.08%,52.90%,59.87%,,,,,,,,,14.1,153.6,135.9,101.2,77.33,21.3,6.91,22.6,5.12,9.37,8.58,7.69,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,USDJPY,0:33:00,1:02:00,29,0,1,59.09%,63.08%,56.37%,59.51%,,,,,,,,,-0.3,285.1,553.6,279.5,76.87,28.45,7.73,31.85,8.12,13.06,16.40,12.53,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:33:00,0:58:00,25,0,0,59.09%,64.62%,54.44%,59.38%,,,,,,,,,22.4,184.0,198.2,134.9,76.7,25.81,8.32,29.58,6.17,10.10,9.25,8.51,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,0:33:00,0:57:00,24,0,0,59.09%,64.62%,54.44%,59.38%,,,,,,,,,17.3,166.0,164.8,116.0,76.7,22.74,7.46,25.46,5.78,9.95,8.96,8.23,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,USDJPY,0:33:00,0:59:00,26,0,0,59.09%,64.62%,54.44%,59.38%,,,,,,,,,-21.4,211.5,291.7,160.6,76.7,16.23,4.46,16.49,7.33,11.81,15.74,11.63,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:33:00,1:00:00,27,0,1,59.09%,64.62%,54.05%,59.25%,,,,,,,,,-17.0,215.2,282.0,160.1,76.54,16.93,4.57,17.56,7.34,11.86,15.62,11.61,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURAUD,0:34:00,0:58:00,24,0,0,68.18%,58.46%,52.90%,59.85%,,,,,,,,,-3.2,67.1,210.1,91.3,77.3,7.82,2.09,7.12,8.01,17.81,14.44,13.42,1.5,1.5,1.5,1.5
FALSE,2025-06-22,Long,GBPJPY,0:35:00,0:42:00,7,0,0,72.73%,58.46%,49.42%,60.20%,,,,,,,,,31.3,59.2,-50.5,13.3,77.76,11.28,7.87,7.83,4.88,8.22,9.36,7.48,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,0:35:00,1:04:00,29,0,1,68.18%,60.00%,52.12%,60.10%,,,,,,,,,17.7,-58.3,-122.6,-54.4,77.63,-2.19,-0.5,-2.07,7.58,14.36,19.54,13.83,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,USDJPY,0:35:00,0:57:00,22,0,0,63.64%,63.08%,51.74%,59.48%,,,,,,,,,7.1,193.0,142.5,114.2,76.83,18.16,6.02,18.82,7.42,10.62,14.59,10.88,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,GBPJPY,0:36:00,0:42:00,6,0,0,68.18%,63.08%,50.97%,60.74%,,,,,,,,,37.7,104.3,-56.9,28.4,78.46,16.64,13.32,11.36,5.15,7.62,8.64,7.14,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,0:36:00,1:06:00,30,0,1,68.18%,63.08%,50.58%,60.61%,,,,,,,,,5.8,38.3,-54.0,-3.3,78.29,1.79,0.57,2.45,9.69,14.61,20.07,14.79,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,0:36:00,0:44:00,8,0,0,63.64%,63.08%,54.83%,60.51%,,,,,,,,,11.4,99.1,70.2,60.2,78.16,16.06,8.93,10.16,4.05,7.80,8.02,6.62,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,0:36:00,0:45:00,9,0,0,68.18%,60.00%,51.35%,59.84%,,,,,,,,,42.9,90.3,-96.3,12.3,77.3,13.19,8.47,10.83,6.09,8.34,10.22,8.22,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,USDJPY,0:36:00,0:59:00,23,0,0,59.09%,66.15%,52.90%,59.38%,,,,,,,,,-6.7,201.1,231.3,141.9,76.7,17.67,5.45,17.82,6.34,11.15,14.43,10.64,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:36:00,1:00:00,24,0,1,59.09%,64.62%,53.67%,59.12%,,,,,,,,,-2.3,204.8,221.6,141.4,76.37,18.2,5.53,18.88,6.19,11.39,14.41,10.66,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,CADJPY,0:37:00,1:07:00,30,0,1,68.18%,64.62%,53.28%,62.03%,,,,,,,,,10.8,128.5,208.3,115.9,80.12,16.7,5.25,22.4,4.97,11.40,13.49,9.95,0.6,0.7,0.6,0.6
FALSE,2025-06-22,Long,GBPJPY,0:37:00,0:42:00,5,0,0,68.18%,63.08%,51.74%,61.00%,82,,,,,,,,29.0,91.5,-61.3,19.7,78.79,14.78,12.78,9.08,4.51,6.85,7.99,6.45,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,USDJPY,0:37:00,0:58:00,21,0,0,63.64%,63.08%,52.12%,59.61%,,,,,,,,,17.1,197.2,214.9,143.1,77,21.59,7.55,22.54,7.73,10.64,14.64,11.00,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,CADJPY,0:37:00,0:59:00,22,0,0,59.09%,63.08%,54.83%,59.00%,,,,,,,,,-12.4,97.3,162.8,82.6,76.21,10.07,3.39,10.61,5.87,9.26,11.66,8.93,0.6,0.7,0.6,0.6
FALSE,2025-06-22,Long,CADJPY,0:38:00,1:08:00,30,0,1,68.18%,63.08%,54.05%,61.77%,,,,,,,,,20.6,131.3,286.6,146.2,79.79,22.02,6.49,27.67,5.57,10.46,12.90,9.64,0.6,0.7,0.6,0.6
FALSE,2025-06-22,Long,CADJPY,0:38:00,1:01:00,23,0,1,63.64%,63.08%,55.98%,60.90%,,,,,,,,,10.1,138.3,355.9,168.1,78.66,24.17,8.25,26.97,5.39,9.53,11.65,8.86,0.6,0.7,0.6,0.6
FALSE,2025-06-22,Long,USDJPY,0:38:00,0:58:00,20,0,0,63.64%,63.08%,54.83%,60.51%,,,,,,,,,19.0,199.1,224.7,147.6,78.16,22.73,8.18,23.25,7.99,10.35,14.11,10.82,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:38:00,0:47:00,9,0,0,68.18%,58.46%,52.51%,59.72%,,66,,53,,52,,42,31.6,89.6,107.9,76.4,77.14,20.21,12.35,15.81,5.27,7.74,9.13,7.38,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:38:00,1:02:00,24,0,1,59.09%,63.08%,56.76%,59.64%,,,,,,,,,25.3,271.7,527.3,274.8,77.04,34.05,10.55,35.98,8.41,11.93,14.23,11.52,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:38:00,0:43:00,5,0,0,63.64%,60.00%,54.05%,59.23%,,,80,,75,,59,,15.5,69.9,116.6,67.3,76.51,19.3,15.35,10.91,5.04,5.82,6.40,5.75,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:38:00,0:57:00,19,0,0,63.64%,61.54%,52.12%,59.10%,,,,,,,,,37.5,217.8,209.4,154.9,76.34,26.9,10.63,28.7,8.34,10.21,13.58,10.71,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:38:00,0:59:00,21,0,0,63.64%,61.54%,51.74%,58.97%,,,,,,,,,28.8,158.1,170.1,119.0,76.17,27.64,9.43,28.14,4.82,9.22,8.38,7.47,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,USDJPY,0:39:00,1:00:00,21,0,1,68.18%,61.54%,55.21%,61.64%,,,,,,,,,6.9,176.1,207.7,130.2,79.63,19.34,6.19,18.49,6.63,10.49,12.85,9.99,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:39:00,0:56:00,17,0,0,68.18%,60.00%,52.90%,60.36%,,,,,,,,,26.1,162.6,217.3,135.3,77.97,23.28,9.13,22.07,7.07,9.64,12.57,9.76,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,CADJPY,0:39:00,1:08:00,29,0,1,63.64%,60.00%,54.83%,59.49%,,,,,,,,,22.0,108.9,228.7,119.9,76.84,20.39,5.88,24.23,5.22,9.77,12.19,9.06,0.6,0.7,0.6,0.6
FALSE,2025-06-22,Long,USDJPY,0:39:00,0:58:00,19,0,0,63.64%,61.54%,53.28%,59.49%,,,,,,,,,17.3,173.4,176.7,122.5,76.84,20.3,7.43,20.06,7.44,9.99,13.41,10.28,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:39:00,0:45:00,6,0,0,68.18%,56.92%,53.28%,59.46%,,,,,,,,,10.0,69.3,135.1,71.5,76.81,18.36,11.68,9.96,4.45,6.08,6.84,5.79,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,0:39:00,0:47:00,8,0,0,68.18%,56.92%,52.51%,59.20%,,,,,,,,,42.2,53.3,23.5,39.7,76.47,19.39,10.81,12.29,4.25,6.59,8.35,6.40,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,USDJPY,0:40:00,0:56:00,16,0,0,68.18%,63.08%,54.05%,61.77%,,,,,,,,,21.0,138.5,207.7,122.4,79.79,20.57,8.28,18.83,7.08,9.56,11.94,9.53,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:40:00,1:01:00,21,0,1,68.18%,60.00%,50.58%,59.59%,,,,,,,,,20.0,166.2,154.7,113.6,76.97,25,8.72,26.03,4.20,9.99,8.49,7.56,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,USDJPY,0:41:00,1:02:00,21,0,1,68.18%,60.00%,57.14%,61.77%,,,,,,,,,25.2,207.6,375.0,202.6,79.79,29.46,9.48,28.3,6.21,11.34,12.60,10.05,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:41:00,0:57:00,16,0,0,68.18%,61.54%,50.97%,60.23%,,,,,,,,,37.4,153.7,57.1,82.7,77.8,19.8,9.24,21.03,7.17,9.77,12.10,9.68,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:41:00,0:58:00,17,0,0,68.18%,60.00%,52.12%,60.10%,,,,,,,,,18.9,135.0,72.4,75.4,77.63,15.4,6.44,15.57,7.12,9.76,12.55,9.81,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:41:00,1:11:00,30,0,1,68.18%,60.00%,49.42%,59.20%,,,,,,,,,22.3,178.8,219.4,140.2,76.47,26.47,6.96,29.69,5.19,10.46,9.78,8.48,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,USDJPY,0:41:00,1:03:00,22,0,1,63.64%,58.46%,54.83%,58.97%,,,,,,,,,22.1,190.3,268.5,160.3,76.18,23.6,7.78,24.33,6.37,11.98,12.99,10.45,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURJPY,0:42:00,0:58:00,16,0,0,72.73%,63.08%,54.05%,63.29%,,,,,,,,,48.7,58.3,50.0,52.3,81.75,18.54,6.34,14.42,4.81,9.75,13.88,9.48,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Short,EURJPY,0:43:00,0:58:00,15,0,0,72.73%,61.54%,52.51%,62.26%,,,,,,,,,43.3,77.3,95.3,72.0,80.42,21.27,7.22,15.4,4.36,9.21,13.73,9.10,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,USDJPY,0:43:00,1:12:00,29,0,1,63.64%,63.08%,55.98%,60.90%,,,,,,,,,-17.4,208.8,503.4,231.6,78.66,21.28,5.12,21.09,8.08,13.64,14.44,12.05,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,GBPUSD,0:43:00,0:58:00,15,0,0,68.18%,63.08%,46.33%,59.20%,,,,,,,,,10.5,149.8,-84.5,25.3,76.46,12.67,6.26,13.35,4.41,8.44,8.95,7.27,1.0,1.0,1.0,1.0
FALSE,2025-06-22,Long,USDJPY,0:44:00,0:56:00,12,0,0,72.73%,61.54%,53.67%,62.64%,,,,,,,,,18.6,77.9,52.2,49.6,80.92,12.06,6.42,10.95,6.53,8.45,10.77,8.58,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:44:00,1:11:00,27,0,1,72.73%,63.08%,51.35%,62.39%,,,,,,,,,16.7,196.9,264.3,159.3,80.58,27.82,8.08,31.01,5.15,10.78,9.65,8.53,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,USDJPY,0:44:00,0:58:00,14,0,0,68.18%,63.08%,53.67%,61.64%,,,,,,,,,9.8,88.7,11.6,36.7,79.62,8.97,4.49,8.93,7.34,9.16,11.69,9.39,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:44:00,1:12:00,28,0,1,68.18%,61.54%,51.35%,60.36%,,,,,,,,,14.0,178.5,311.8,168.1,77.96,28.03,7.48,29.77,5.31,10.47,9.70,8.49,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,USDJPY,0:44:00,0:57:00,13,0,0,68.18%,61.54%,50.97%,60.23%,,,,,,,75,,28.3,107.4,-3.7,44.0,77.8,13.68,7.78,14.39,7.21,8.91,11.27,9.13,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,0:44:00,0:59:00,15,0,0,63.64%,63.08%,52.90%,59.87%,,,,,,,,,-5.0,87.7,52.3,45.0,77.33,7.5,2.96,6.31,6.68,9.35,11.19,9.07,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Short,EURUSD,0:44:00,1:02:00,18,0,1,68.18%,58.46%,52.90%,59.85%,,,,,,,,,33.6,195.0,172.8,133.8,77.3,32.83,12.9,33.01,4.29,9.46,8.07,7.27,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,0:44:00,1:01:00,17,0,1,68.18%,60.00%,51.35%,59.84%,,,,,,,,,29.0,187.0,144.7,120.2,77.3,30.32,12.54,30.31,3.83,9.73,8.02,7.19,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,0:44:00,1:10:00,26,0,1,68.18%,60.00%,50.97%,59.72%,,,,,,,,,16.6,169.3,242.8,142.9,77.13,26.3,7.5,27.72,4.57,10.28,9.49,8.12,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,EURJPY,0:44:00,1:00:00,16,0,1,68.18%,61.54%,49.42%,59.71%,,,,,,,,,34.8,94.6,44.6,58.0,77.13,19.3,6.17,14.02,4.55,8.41,12.46,8.47,0.4,0.4,0.4,0.4
